Date,Symbol,Open,High,Low,Close,Volume
2020-02-28 01-PM,ETHUSD,217.56,224.87,216.02,223.29,4227012.54
2020-02-28 12-PM,ETHUSD,220.47,220.93,213.63,217.56,5066111.85
2020-02-28 11-AM,ETHUSD,221.31,222.6,219.11,220.47,1624293.67
2020-02-28 10-AM,ETHUSD,219.45,222.06,216.76,221.31,3184654.78
2020-02-28 09-AM,ETHUSD,223.65,223.9,217.68,219.45,3156217.57
2020-02-28 08-AM,ETHUSD,224.0,226.85,223.65,223.65,894551.43
2020-02-28 07-AM,ETHUSD,226.15,226.42,222.75,224.0,1890398.56
2020-02-28 06-AM,ETHUSD,227.32,227.86,225.34,226.15,1523220.19
2020-02-28 05-AM,ETHUSD,229.0,229.74,226.41,227.32,2328108.63
2020-02-28 04-AM,ETHUSD,229.85,230.99,227.93,229.0,1338002.1
2020-02-28 03-AM,ETHUSD,232.16,233.37,228.49,229.85,2494692.5
2020-02-28 02-AM,ETHUSD,233.11,234.9,230.29,232.16,2951335.3
2020-02-28 01-AM,ETHUSD,230.3,233.93,227.87,233.11,2329897.11
2020-02-28 12-AM,ETHUSD,227.63,231.8,226.61,230.3,3189259.97
2020-02-27 11-PM,ETHUSD,228.25,229.57,223.96,227.63,2858135.2
2020-02-27 10-PM,ETHUSD,226.37,228.91,222.2,228.25,3119310.92
2020-02-27 09-PM,ETHUSD,232.62,233.47,225.11,226.37,3542551.69
2020-02-27 08-PM,ETHUSD,234.68,234.95,231.86,232.62,1389044.56
2020-02-27 07-PM,ETHUSD,233.61,235.5,231.02,234.68,2572518.48
2020-02-27 06-PM,ETHUSD,235.97,236.88,233.06,233.61,2572534.42
2020-02-27 05-PM,ETHUSD,236.67,238.41,234.81,235.97,2543599.58
2020-02-27 04-PM,ETHUSD,231.14,239.0,231.13,236.67,8127792.64
2020-02-27 03-PM,ETHUSD,230.16,232.85,229.74,231.14,2619001.49
2020-02-27 02-PM,ETHUSD,228.92,231.83,228.02,230.16,2203158.44
2020-02-27 01-PM,ETHUSD,226.73,229.79,225.78,228.92,1299229.76
2020-02-27 12-PM,ETHUSD,226.76,233.28,225.15,226.73,4397253.55
2020-02-27 11-AM,ETHUSD,227.83,228.89,224.9,226.76,755781.18
2020-02-27 10-AM,ETHUSD,223.81,227.94,223.23,227.83,1597038.59
2020-02-27 09-AM,ETHUSD,227.9,230.61,223.33,223.81,1832633.75
2020-02-27 08-AM,ETHUSD,225.32,231.12,224.39,227.9,2706700.91
2020-02-27 07-AM,ETHUSD,223.67,226.07,222.74,225.32,1897789.99
2020-02-27 06-AM,ETHUSD,221.3,224.88,220.44,223.67,1525521.69
2020-02-27 05-AM,ETHUSD,218.24,221.93,218.01,221.3,2055312.21
2020-02-27 04-AM,ETHUSD,218.59,219.38,216.65,218.24,1617534.38
2020-02-27 03-AM,ETHUSD,216.98,219.84,214.29,218.59,2468024.81
2020-02-27 02-AM,ETHUSD,218.07,219.87,214.29,216.98,4365571.46
2020-02-27 01-AM,ETHUSD,216.33,220.0,209.26,218.07,10525478.64
2020-02-27 12-AM,ETHUSD,223.5,223.85,215.08,216.33,7962364.76
2020-02-26 11-PM,ETHUSD,225.14,228.0,223.3,223.5,1947248.22
2020-02-26 10-PM,ETHUSD,223.6,228.31,221.67,225.14,1875807.51
2020-02-26 09-PM,ETHUSD,227.91,229.67,223.6,223.6,1720789.31
2020-02-26 08-PM,ETHUSD,229.45,231.5,226.51,227.91,2301955.34
2020-02-26 07-PM,ETHUSD,231.66,231.96,226.33,229.45,3735154.99
2020-02-26 06-PM,ETHUSD,222.14,232.52,221.48,231.66,6329168.24
2020-02-26 05-PM,ETHUSD,221.69,223.51,219.0,222.14,6008134.3
2020-02-26 04-PM,ETHUSD,226.01,228.27,215.5,221.69,19074673.6
2020-02-26 03-PM,ETHUSD,231.05,231.58,225.55,226.01,6033328.52
2020-02-26 02-PM,ETHUSD,233.8,235.24,229.17,231.05,5623523.78
2020-02-26 01-PM,ETHUSD,240.44,240.49,231.5,233.8,2585467.1
2020-02-26 12-PM,ETHUSD,235.07,241.22,231.32,240.44,4434501.01
2020-02-26 11-AM,ETHUSD,237.15,237.27,234.47,235.07,1220453.98
2020-02-26 10-AM,ETHUSD,234.7,237.76,234.14,237.15,1360624.55
2020-02-26 09-AM,ETHUSD,237.98,238.24,234.68,234.7,1956038.5
2020-02-26 08-AM,ETHUSD,237.45,239.62,234.64,237.98,3059977.32
2020-02-26 07-AM,ETHUSD,241.43,241.59,236.75,237.45,1027651.91
2020-02-26 06-AM,ETHUSD,240.38,241.98,239.65,241.43,1696395.78
2020-02-26 05-AM,ETHUSD,240.09,240.49,238.09,240.38,1263831.69
2020-02-26 04-AM,ETHUSD,238.54,240.69,236.67,240.09,2152214.88
2020-02-26 03-AM,ETHUSD,239.48,239.57,236.8,238.54,2270031.99
2020-02-26 02-AM,ETHUSD,239.47,240.96,234.0,239.48,6058081.15
2020-02-26 01-AM,ETHUSD,246.51,247.51,239.04,239.47,4861525.33
2020-02-26 12-AM,ETHUSD,246.5,250.84,244.39,246.51,2885959.35
2020-02-25 11-PM,ETHUSD,251.72,251.82,245.77,246.5,1067192.23
2020-02-25 10-PM,ETHUSD,250.2,253.0,249.38,251.72,1171448.98
2020-02-25 09-PM,ETHUSD,248.37,251.78,244.44,250.2,3588221.86
2020-02-25 08-PM,ETHUSD,249.82,250.13,246.11,248.37,1917825.23
2020-02-25 07-PM,ETHUSD,251.75,251.82,248.68,249.82,2212296.34
2020-02-25 06-PM,ETHUSD,248.84,252.83,248.52,251.75,953440.73
2020-02-25 05-PM,ETHUSD,246.96,251.14,246.05,248.84,2318346.57
2020-02-25 04-PM,ETHUSD,251.43,254.71,245.78,246.96,4150013.86
2020-02-25 03-PM,ETHUSD,253.44,254.48,249.9,251.43,3502621.3
2020-02-25 02-PM,ETHUSD,259.3,259.3,251.46,253.44,4186037.8
2020-02-25 01-PM,ETHUSD,261.19,262.15,258.93,259.3,992765.15
2020-02-25 12-PM,ETHUSD,262.6,265.01,260.72,261.19,887689.6
2020-02-25 11-AM,ETHUSD,258.91,263.4,255.83,262.6,1222430.22
2020-02-25 10-AM,ETHUSD,258.99,260.45,258.27,258.91,517270.79
2020-02-25 09-AM,ETHUSD,258.31,261.29,258.05,258.99,712942.95
2020-02-25 08-AM,ETHUSD,257.76,260.25,256.6,258.31,733258.98
2020-02-25 07-AM,ETHUSD,258.3,258.4,255.51,257.76,608075.94
2020-02-25 06-AM,ETHUSD,259.74,260.39,255.27,258.3,1884184.63
2020-02-25 05-AM,ETHUSD,261.04,261.95,258.3,259.74,1516876.63
2020-02-25 04-AM,ETHUSD,261.78,262.55,261.0,261.04,720099.73
2020-02-25 03-AM,ETHUSD,263.25,264.29,261.69,261.78,481367.6
2020-02-25 02-AM,ETHUSD,261.97,263.98,260.62,263.25,986933.21
2020-02-25 01-AM,ETHUSD,263.67,265.0,261.6,261.97,548451.72
2020-02-25 12-AM,ETHUSD,265.31,266.24,261.16,263.67,1202561.59
2020-02-24 11-PM,ETHUSD,263.71,266.47,262.17,265.31,902028.03
2020-02-24 10-PM,ETHUSD,261.99,264.72,261.65,263.71,1061664.71
2020-02-24 09-PM,ETHUSD,261.56,262.47,259.31,261.99,1919087.84
2020-02-24 08-PM,ETHUSD,263.04,264.99,261.18,261.56,2052709.65
2020-02-24 07-PM,ETHUSD,262.22,265.56,261.26,263.04,2661536.8
2020-02-24 06-PM,ETHUSD,264.22,264.22,256.06,262.22,5538066.04
2020-02-24 05-PM,ETHUSD,267.61,268.12,263.02,264.22,3137450.78
2020-02-24 04-PM,ETHUSD,267.77,270.62,266.48,267.61,1999215.06
2020-02-24 03-PM,ETHUSD,268.65,269.85,266.12,267.77,2668340.38
2020-02-24 02-PM,ETHUSD,269.12,272.58,268.14,268.65,1985625.25
2020-02-24 01-PM,ETHUSD,270.81,271.67,268.81,269.12,1607620.1
2020-02-24 12-PM,ETHUSD,272.18,273.64,270.66,270.81,1453352.8
2020-02-24 11-AM,ETHUSD,267.69,274.77,266.78,272.18,2458044.32
2020-02-24 10-AM,ETHUSD,266.32,267.99,265.41,267.69,868753.27
2020-02-24 09-AM,ETHUSD,267.97,268.1,265.51,266.32,1414533.75
2020-02-24 08-AM,ETHUSD,267.97,268.56,267.02,267.97,890645.33
2020-02-24 07-AM,ETHUSD,267.04,268.03,264.01,267.97,1881595.18
2020-02-24 06-AM,ETHUSD,268.93,268.96,266.65,267.04,1507740.62
2020-02-24 05-AM,ETHUSD,268.09,269.2,267.24,268.93,885938.01
2020-02-24 04-AM,ETHUSD,268.5,268.5,265.94,268.09,2241108.76
2020-02-24 03-AM,ETHUSD,268.47,269.63,266.23,268.5,1779799.41
2020-02-24 02-AM,ETHUSD,272.99,275.02,265.85,268.47,5171544.49
2020-02-24 01-AM,ETHUSD,276.91,276.94,272.98,272.99,2740320.64
2020-02-24 12-AM,ETHUSD,275.48,278.13,274.28,276.91,3736389.76
2020-02-23 11-PM,ETHUSD,273.31,276.62,273.02,275.48,3234640.96
2020-02-23 10-PM,ETHUSD,271.96,273.71,270.52,273.31,1296236.48
2020-02-23 09-PM,ETHUSD,270.73,272.0,270.73,271.96,528411.53
2020-02-23 08-PM,ETHUSD,271.46,271.51,270.03,270.73,787221.32
2020-02-23 07-PM,ETHUSD,271.72,272.41,271.05,271.46,679080.36
2020-02-23 06-PM,ETHUSD,271.32,272.36,270.62,271.72,744174.89
2020-02-23 05-PM,ETHUSD,270.86,272.6,270.51,271.32,458618.08
2020-02-23 04-PM,ETHUSD,270.64,272.02,269.62,270.86,513270.26
2020-02-23 03-PM,ETHUSD,273.09,273.89,270.13,270.64,939105.69
2020-02-23 02-PM,ETHUSD,271.74,273.7,271.16,273.09,1107861.01
2020-02-23 01-PM,ETHUSD,270.68,272.88,270.4,271.74,442267.29
2020-02-23 12-PM,ETHUSD,269.18,271.35,269.08,270.68,550438.01
2020-02-23 11-AM,ETHUSD,271.11,272.28,268.26,269.18,1033600.68
2020-02-23 10-AM,ETHUSD,273.06,275.79,270.99,271.11,1308037.95
2020-02-23 09-AM,ETHUSD,271.79,274.1,271.38,273.06,2201506.19
2020-02-23 08-AM,ETHUSD,271.27,272.0,270.43,271.79,983901.94
2020-02-23 07-AM,ETHUSD,271.94,272.5,270.65,271.27,1152091.11
2020-02-23 06-AM,ETHUSD,269.58,272.77,269.29,271.94,2297885.14
2020-02-23 05-AM,ETHUSD,266.79,270.45,266.53,269.58,1574858.57
2020-02-23 04-AM,ETHUSD,266.08,269.3,266.08,266.79,3297506.96
2020-02-23 03-AM,ETHUSD,263.69,267.0,263.31,266.08,1465531.73
2020-02-23 02-AM,ETHUSD,262.43,263.77,262.12,263.69,344619.96
